id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40816863,Cozy in-law suite: walk to the beach!,317425196,Kelly,,Outer Richmond,37.78196,-122.4922,Entire home/apt,137,2,208,2024-03-04,4.17,1,75,65,2020-000386STR
717310544603410971,Modern private bedroom with shared bathroom,48484514,Ye,,Parkside,37.74231,-122.47418,Private room,89,1,6,2023-12-27,0.40,4,340,5,STR-0006213
961900,Spacious Modern Loft in SOMA,5238718,Daniela,,South of Market,37.77784,-122.39412,Entire home/apt,156,90,53,2023-10-01,0.40,1,263,2,
990007290359500529,Master suite & private bath,189127657,Dennis,,Outer Richmond,37.778359036431716,-122.48048905854134,Private room,86,1,1,2023-12-03,0.31,4,269,1,2023-004596STR
1063536393300707926,Tranquil Top Floor Condo,45492116,Richard,,South of Market,37.7753025090628,-122.39437002107687,Entire home/apt,167,35,0,,,2,258,0,
530857,"Sunny, quiet private room",2607120,Gregory,,Excelsior,37.71727,-122.43644,Private room,85,3,45,2023-10-22,0.64,2,149,6,STR-0003035
14488234,Cozy Duboce Triangle Bedroom with Private Bathroom,5161705,Jason And Patrick,,Castro/Upper Market,37.76685,-122.43323,Private room,107,1,460,2024-03-04,4.99,1,75,60,STR-0005485
840599152068629075,King Room #1,504007094,Jian Hui,,Bayview,37.735871578692816,-122.40031010967493,Private room,61,1,66,2024-03-02,5.53,5,179,66,2023-001944STR
32746725,Bliss on the Bay with Private Deck Area,1984693,Jackie,,Outer Richmond,37.77853,-122.50835,Entire home/apt,175,4,173,2024-03-02,3.10,1,231,38,STR-0004940
132441,"Calm, Cool & Collected on Sunny Bernal Hill",650862,Kurt,,Bernal Heights,37.73987,-122.4234,Private room,106,1,193,2024-01-12,1.25,1,166,14,STR-0000445
33900698,Charming Guest Suite in SF,2767171,Diane,,Bayview,37.73826,-122.38575,Entire home/apt,115,3,62,2023-07-17,1.09,1,65,6,STR-0004142
659434594145060945,Private Room in Stylish Mission Condo,6664188,Lindy,,Mission,37.75534,-122.424,Private room,138,1,102,2024-02-27,5.75,1,54,77,2022-005527STR
8117667,Perfect Location! Private bathroom too!,6299109,Roberta,,Inner Sunset,37.76347,-122.46415,Private room,120,3,124,2023-10-04,1.20,1,14,7,STR-0004992
7841744,"Elegant condo w/ office  near parks, museums",5717060,Suzanne,,Inner Richmond,37.78441,-122.47231,Entire home/apt,125,30,122,2022-10-21,1.18,1,235,0,STR 0000694
44118516,Entire 4-bedroom home in heart of San Francisco,370518,Brent,,Mission,37.76803,-122.41786,Entire home/apt,335,2,60,2024-02-19,1.48,1,8,11,STR-0003483
16039526,"Water-views in sunny, safe & quiet new community",12535619,Alok,,Bayview,37.728321029469825,-122.36939343939915,Entire home/apt,197,30,0,,,1,90,0,
740812086267651299,"Home in San Francisco 
modern 3 bedrooms 1.5 baths",269160605,Yan Fang,,Outer Sunset,37.7593902,-122.5060959,Entire home/apt,303,1,96,2024-03-04,5.90,1,0,77,2022-010291STR
54341429,2A-Private bedroom and bath at Marina/Cow Hollow,157999191,Berlin,,Marina,37.79923,-122.43228,Private room,68,30,7,2023-10-07,0.29,26,356,1,
669159242223543175,Ground floor 2 bedrooms 2 baths   entire unit,410000614,Dexiong Sean,,Outer Sunset,37.75547,-122.48016,Private room,199,2,68,2024-02-21,3.43,1,157,35,2022-005704STR
11241173,Sunny Room w/ Private Bathroom,237659,Niya,,Potrero Hill,37.7512,-122.40018,Private room,80,2,244,2024-02-23,2.57,1,48,25,STR-0001293
699874676728842345,"2 BR/3 BD/1 BH, Garage, Private, 15mins to sfo",463305304,Sean,,Visitacion Valley,37.71582,-122.43144,Entire home/apt,98,2,108,2024-03-03,5.84,1,82,77,2022-008409STR
14538591,Separate Studio chalet by Beach & Park W/D in unit,41376640,Pauline,,Outer Sunset,37.76258,-122.50215,Entire home/apt,99,2,264,2024-03-03,3.09,1,199,55,STR-0003248
31724787,View of Pyramid on Telegraph Hill,1588855,Arbe,,North Beach,37.79954,-122.40554,Entire home/apt,97,30,3,2022-10-22,0.05,2,365,0,
561602,"Great view in the Mission, 15 mins by bus downtown",2760904,Matthew,,Bernal Heights,37.74403,-122.41755,Private room,85,4,277,2024-03-01,1.96,1,94,32,STR-0001006
20167050,"Bed, Bath & Coffee",71567392,Alene,,Parkside,37.73679,-122.49723,Private room,40,30,35,2023-10-31,0.44,2,35,1,STR-0001483
12026110,"Central, Comfy 1 BD/BA in Noe Valley",5642683,Basil,,Noe Valley,37.75251,-122.43317,Entire home/apt,118,30,45,2023-09-17,0.47,2,187,4,
975388631678738792,Luxury Condo ~ Iconic Waterfront & City View in SF,294889302,Adriana,,South of Market,37.7755574,-122.389595,Entire home/apt,680,1,18,2024-02-26,5.19,1,324,18,2023-008979STR
644219370066177867,"Cheerful, Sunny Casita & Garden Oasis",5088214,Anna & Irene,,Bayview,37.7385139,-122.3860848,Entire home/apt,152,7,3,2024-01-11,0.15,2,180,2,STR-0008234
54209115,Marina District 1 Bd 1.5 Ba Luxury Garden Gem,48874527,Margaret,,Marina,37.80172,-122.44381,Entire home/apt,150,31,8,2023-08-31,0.32,1,262,3,
4097700,SWEET Suite BAKER Street hosted by Sweet Caroline,3594968,Caroline,,Marina,37.79717,-122.44547,Entire home/apt,175,2,57,2023-09-21,0.73,1,349,5,1029429
808621390283270648,Chic King Suite at Wyndham Donatello in SF,482174715,Suite Life,,Downtown/Civic Center,37.7878653,-122.4104163,Entire home/apt,220,1,4,2023-09-29,0.58,25,295,4,Exempt
43349696,SF Quiet 1 bedroom Suite w/Kitchen Nr BUS to FIDI,226555948,Gi'Angelo,,Excelsior,37.72578,-122.40243,Entire home/apt,87,120,6,2023-12-16,0.14,13,335,3,
50733860,Adorable 1 bedroom guesthouse with patio,259056393,Henry,,Potrero Hill,37.7575,-122.40179,Entire home/apt,170,30,9,2023-10-03,0.33,1,206,3,
16001051,"Cozy Private Room - Mini Fridge, Fast WiFi, TV",103884979,Rams,,South of Market,37.77722,-122.4156,Hotel room,92,1,36,2024-02-26,0.42,13,0,20,Exempt
51505215,"New 1 Bd/1Ba Pacific Heights, Amazing location!",346212466,Marika,,Pacific Heights,37.792068,-122.440948,Entire home/apt,315,3,71,2024-02-20,2.51,1,112,31,STR-0005377
582677049540801308,Dogpatch Chic,62642427,Dirk,,Potrero Hill,37.76258,-122.38682,Entire home/apt,157,30,2,2023-08-13,0.11,1,129,1,
40312754,🌟Cozy place with 2 Master suite 🌟,310936946,Xianlong,,Bayview,37.72847,-122.3834,Entire home/apt,109,1,38,2024-02-09,0.77,2,357,18,STR-0004761
27611813,Private 1BR/1BA one block near Golden Gate park,61724483,Emily,,Outer Richmond,37.77434,-122.48888,Entire home/apt,122,1,364,2024-02-25,5.47,2,147,73,STR-0003601
48267727,B-Private Room and Bath at Marina/Cow Hollow,157999191,Berlin,,Marina,37.7993,-122.43226,Private room,68,30,11,2023-06-05,0.31,26,341,2,
765519459046574762,Friendly Stay in the Mission #2,8836914,Fei,,Mission,37.7512,-122.41586,Private room,67,1,43,2024-02-18,2.85,3,45,31,STR-0005993
23314308,Cozy Private Room with bath [4],159540074,Hewett,,Crocker Amazon,37.71109,-122.44412,Private room,82,30,12,2023-08-06,0.17,5,365,1,3720764145
16587632,Lovely Telegraph Hill (36a) 1 Br Amazing Views,107141420,Thomas,,North Beach,37.79833,-122.40439,Entire home/apt,115,30,11,2022-08-07,0.16,2,332,0,
40156382,Luxurious Dolores Park Beauty with Private Garden!,2146719,Nikki,,Castro/Upper Market,37.76218,-122.42672,Entire home/apt,100,30,8,2023-03-01,0.18,8,349,0,
30365397,"Blueground | Telegraph Hill, spa, nr Coit Tower",107434423,Blueground,,North Beach,37.80408,-122.40525,Entire home/apt,233,31,0,,,183,355,0,
39109565,#aD43 Double Sunny Room in near SoMa / Center,267895362,Rocky,,Mission,37.76947,-122.42538,Private room,60,365,0,,,55,365,0,
5094146,Charming Sun-Room with Futon,304426,Abhay,,Noe Valley,37.74238,-122.42959,Private room,300,2,220,2020-02-26,1.99,2,179,0,STR-0000261
10831610,Pacific Heights Victorian,50661889,Donald,,Pacific Heights,37.79039,-122.44014,Entire home/apt,575,3,50,2023-11-04,0.59,1,51,23,2022-005363STR
48274426,D-Private Room (share bath) at Marina/Cow Hollow,157999191,Berlin,,Marina,37.79886,-122.43266,Private room,58,30,6,2023-07-05,0.17,26,365,1,
52171550,Family Friendly Apt. Next to Golden Gate Park!,422344759,Izabella,,Outer Richmond,37.77455,-122.49918,Entire home/apt,95,2,101,2024-02-18,3.40,1,76,43,2021-009098STR
835644139077998382,Spacious cheerful suite near parks & beach,2796048,Rick,,Outer Richmond,37.77393,-122.50066,Entire home/apt,150,1,62,2024-03-04,5.20,2,48,62,2023-001731STR
816849292948023117,Elegant and Spacious 2bdrm 2bth beautiful,330231,Richard,,Marina,37.80392882200339,-122.44317572474053,Entire home/apt,240,30,6,2024-02-03,0.54,7,330,6,
50100184,Modern 1 Bedroom Condo Near Moscone and Salesforce,14104528,Joseph,,South of Market,37.78543,-122.3956,Entire home/apt,130,30,8,2023-08-05,0.27,1,136,2,
1002283155405615516,Luxury Golden Gate Park Getaway,49665336,Afshin,,Outer Richmond,37.77817618750178,-122.48898603493897,Entire home/apt,150,2,3,2024-02-28,3,1,67,3,STR-0006182
739864522530112283,Modern Apt with Office in the Heart of the Mission,8524634,Ryan,,Mission,37.766876,-122.420242,Entire home/apt,223,2,14,2024-02-29,0.96,1,4,8,2022-011568STR
43220752,"Modern, Stylish 1Bd in Mission Dolores",19205444,Dorian,,Mission,37.7657,-122.42598,Entire home/apt,149,30,8,2024-02-03,0.23,1,296,4,
884024231094981330,SFSU/UCSF brightnew private room,421776359,Audrey,,Ocean View,37.71254754575346,-122.46883662708872,Private room,102,30,0,,,2,365,0,
50034807,2B-Private bedroom and bath at Marina/Cow Hollow,157999191,Berlin,,Marina,37.80055,-122.43412,Private room,68,30,9,2024-02-24,0.32,26,365,3,
2578122,Sunny Victorian - Garden Guestroom,742560,Brian,,Castro/Upper Market,37.76864,-122.4283,Private room,110,4,204,2024-02-23,1.73,2,83,20,STR-0005730
3175769,3BR/2BA Luxury Condo w/Great Views!,16103943,Jeff,,Marina,37.79712,-122.44556,Entire home/apt,375,30,8,2023-10-21,0.07,1,342,2,
973458891774814815,Comfortable room,535562160,Wei Qiang,,Visitacion Valley,37.7135755,-122.4044173,Private room,45,30,2,2024-01-01,0.55,1,53,2,
9605720,Retro-vibe Chinatown condo with SF skyline views,8097561,Adriana,,Chinatown,37.79581,-122.40842,Entire home/apt,399,1,158,2024-02-25,1.58,2,241,17,2022-010470STR
23218751,Charming room in the Heart of San Francisco.,168755616,George,,Mission,37.7525,-122.41123,Private room,66,31,11,2023-04-25,0.15,2,270,1,
594748725812628473,Marina District Garden Apartment - All New!,197518156,Daniel,,Marina,37.80211,-122.44024,Entire home/apt,270,365,9,2023-12-13,0.48,1,221,5,
596042,Prime Location - Single Airy Room,216682,Jay,,Pacific Heights,37.79361,-122.42469,Private room,45,30,102,2023-08-26,0.72,9,365,1,
1931763,Sunny Room Overlooking Charming Side Street,9999808,Matthew,,Mission,37.76081,-122.41894,Private room,113,2,255,2024-03-04,2.09,2,51,33,2021-004666STR
747305922972021172,10B-Private Room (share bath) at Marina/Cow Hollow,157999191,Berlin,,Marina,37.80092,-122.43245,Private room,58,30,1,2023-05-03,0.10,26,271,1,
504146,★ Iconic Marina Waterfront ★ Walk/Bike Score 94+,2486135,Laura,,Marina,37.80489,-122.43746,Entire home/apt,325,2,115,2023-08-05,0.82,1,68,4,STR-0000323
2182851,Spacious 1BR in Mission Victorian,10135,Jason,,Mission,37.76605,-122.41669,Private room,85,1,363,2024-02-11,2.95,4,74,52,2022-007902STR
676944269428473808,2C-Private Room (share bath) at Marina/Cow Hollow,157999191,Berlin,,Marina,37.80043,-122.43431,Private room,59,30,3,2023-12-22,0.20,26,260,2,
49093030,Charming Cozy Home in nature SF views and parks.,229685084,Zhi Yuan,,Excelsior,37.72299,-122.42622,Entire home/apt,124,2,115,2024-02-25,3.34,3,85,47,STR-0005097
29990041,Charming Home in Pacific Heights,163339428,Jenny,,Pacific Heights,37.791873931884766,-122.4240493774414,Entire home/apt,811,4,37,2023-09-14,0.63,3,311,4,STR-0002626
602128451319116463,Cozy Guest Suite Mission District,19353722,Yana,,Mission,37.7599,-122.41039,Entire home/apt,96,2,87,2024-03-02,3.84,1,153,53,STR-0005478
1088413085182694326,Sunny and Spacious SF Home,40298075,Shane,,West of Twin Peaks,37.74903,-122.46731,Entire home/apt,180,31,0,,,1,79,0,
14043110,"Spacious Beauty, 3Beds, Kitchen, Easy Parking,Desk",84154713,Sean,,Bayview,37.72868,-122.38836,Private room,38,2,358,2024-02-25,3.92,4,152,41,STR-0001844
992753842262024810,Private View Room #15 at a Tech Startup Coliving,469712552,Mission Dolores Manor,,Mission,37.76109,-122.41836,Private room,117,7,2,2024-01-26,0.69,16,255,2,Exempt
661975042079174569,"View, light, in vibrant upscale pacific heights",11495191,Karin,,Pacific Heights,37.79469,-122.43669,Entire home/apt,295,30,24,2023-09-04,1.54,1,140,14,2022-011079STR
41976580,SF Bright & Spacious Rm w/Patio/Kitchen/Laundry,226555948,Gi'Angelo,,Excelsior,37.72702,-122.40482,Private room,70,180,8,2022-12-18,0.19,13,310,0,
36721448,We Welcome You: 1Br in a Shared Mission Flat,51239549,Cory,,Mission,37.7508,-122.41927,Private room,90,2,57,2024-01-28,1.82,1,165,11,STR-0004937
13343657,Super Cute Inner Richmond Room #3,23719876,Yumi,,Inner Richmond,37.78158,-122.47609,Private room,85,30,12,2023-10-17,0.13,32,334,2,
901647229147550566,Lux Master Suite Private Bath *15 mins from SFO*,73133543,Stephannie,,Ocean View,37.72363739204296,-122.46041159044563,Private room,73,30,0,,,3,172,0,
556688767671380156,"Sunny, spacious private room in heart of SF (3C)",375566645,Mark,,Mission,37.76811,-122.41955,Private room,51,30,8,2024-02-23,0.34,20,251,4,
886198505117003161,Coastal Apartment in Outer Sunset,46850847,Amanda,,Outer Sunset,37.7521117,-122.5062036,Entire home/apt,260,2,24,2024-02-17,3.10,1,265,24,STR-0006105
983466600050513626,Small Single CoLiving in North Beach San Francisco,351395739,Tony,,Russian Hill,37.79901051915875,-122.40958330988339,Private room,39,30,0,,,29,57,0,Exempt
648545594256455054,❤️Cozy👑 Bedroom Up w/ Queen Bed🛌& Working DESK❤️,226555948,Gi'Angelo,,Excelsior,37.7267606,-122.4085215,Private room,63,30,10,2024-02-02,0.78,13,76,9,2022-003280str
932958973390780596,Private bedroom,189127657,Dennis,,Outer Richmond,37.77682,-122.48153,Private room,56,1,12,2024-02-10,1.78,4,84,12,2023-004596str
35270431,79d2Parkside Remodled cozy rm w/hallway private ba,131200418,Lois,,Parkside,37.74424,-122.47404,Private room,56,30,6,2024-02-07,1.00,33,362,6,
892755770684671737,Stay at the palace of fine arts,172784084,Catherine,,Marina,37.80232876187122,-122.44559139525879,Entire home/apt,500,4,8,2024-01-02,0.93,1,202,8,2023-005423STR
52759127,R4C-Private Room with Private Yard,157999191,Berlin,,Outer Richmond,37.78253,-122.48025,Private room,55,30,8,2024-01-03,0.38,26,280,3,
32216182,Private Garden Studio in Bernal Heights- San Fran,241739739,Hareg,,Bernal Heights,37.73383,-122.4157,Entire home/apt,120,1,168,2024-02-11,2.73,1,330,17,City Registration Pending
20194233,Savor Incredible Terrace Views from a Bright Home,759605,Cathy,,Castro/Upper Market,37.75641,-122.43334,Entire home/apt,289,30,33,2024-03-03,0.42,1,232,4,City registration pending
15070065,The Retreat - marijuana FREE space,4249288,Annria,,Excelsior,37.72733,-122.42932,Entire home/apt,99,2,156,2024-02-17,1.73,2,361,16,STR-0001876
39586486,Cozy Garden Apartment with a Beautiful Backyard,330231,Richard,,Marina,37.80362,-122.43925,Entire home/apt,125,30,21,2024-01-05,0.41,7,216,6,
49715655,3 Bedroom apartment in the Marina District,75202634,Ana,,Marina,37.799458,-122.440491,Entire home/apt,232,30,9,2023-10-01,0.32,1,64,3,
23672181,Private Room w/En-Suite Bath in Heart of Mission,6378008,Andrea,,Mission,37.75685,-122.42087,Private room,95,2,240,2024-02-26,3.45,1,34,39,STR-0002892
31437113,"Entire Flat & 1 Bedroom, Location! walk to it all",4244521,Jeff,,Potrero Hill,37.76342,-122.39489,Private room,139,3,110,2024-02-26,1.80,2,150,18,STR-0003109
33224082,Warm & cozy sunny room in heart of Mission Dist.,208796981,Clive,,Mission,37.75128,-122.41308,Private room,95,1,74,2024-01-10,1.24,3,90,10,2022-006925STR
12041223,Jasper's Studio,64462528,Michael And Nicole,,Bernal Heights,37.73835,-122.41134,Private room,75,2,402,2024-02-18,4.47,1,69,51,STR-0001816
857961086483891331,Comfort and Style in this Cozy Room near Park,2060012,Ari,,Mission,37.750892951056294,-122.4175041940021,Private room,70,30,2,2024-01-19,0.65,30,89,2,
1092963913287332046,Private Garden Apartment,324377119,Lauren,,Inner Richmond,37.78576,-122.46474,Entire home/apt,175,2,0,,,1,230,0,2024-001429STR
53117893,21RueHenny,33085508,Michael,,Parkside,37.73892,-122.47837,Entire home/apt,103,1,93,2024-03-02,3.86,2,152,50,STR-0005155
961112902132197980,R4-Bright & Private BR in SF close to BART,532120600,Hongmei,,Excelsior,37.71801391106533,-122.43829198961808,Private room,60,2,6,2024-02-13,0.99,6,265,6,2023-007473STR
773319045712515570,Happy Noe Valley guest room,3645383,Rebekah,,Noe Valley,37.7436766,-122.4295821,Private room,53,2,22,2024-02-11,1.53,3,46,20,2022-002835STR
1016131921778001715,Room in Bright Parkside House,242810,James,,Outer Mission,37.727712715726206,-122.44304614631736,Private room,88,30,0,,,4,147,0,2023-002888STR
54518,Historic SF Financial District Home,255971,Kathy,,Financial District,37.79337,-122.40198,Entire home/apt,139,30,19,2023-12-08,0.12,1,266,1,
14653250,"Charming full floor flat near ocean,city, woods.",4141253,Les,,Outer Richmond,37.77773,-122.49431,Entire home/apt,189,30,15,2023-03-31,0.16,2,178,1,
54245906,SF Cozy Room w/ Comfy Bed <Kitchen & Laundry>,226555948,Gi'Angelo,,Excelsior,37.7266,-122.40328,Private room,61,120,5,2023-09-30,0.27,13,341,1,
14386727,"Balcony, 2 Rooms, 3 Beds, Kitchen, Free Parking,🚉",84154713,Sean,,Bayview,37.7279,-122.38905,Private room,44,2,348,2024-01-11,3.84,4,162,33,STR-0001844
774323,PrivateBath.    Hike/Bike/TransitScore97,4085271,Jan,,Mission,37.76034,-122.42394,Private room,130,2,470,2024-01-11,3.44,2,51,26,STR-0000504
48257958,Sunset View Suite and Patio by Golden Gate Park,2872169,Maximilian,,Outer Sunset,37.76439,-122.47854,Private room,130,4,119,2024-02-20,3.34,6,62,37,STR-0005380
927435383871245551,Top of the Day in Noe Valley,231980369,M.,,Noe Valley,37.74253,-122.4333,Private room,95,7,1,2023-11-21,0.28,2,14,1,STR-0003607
10749747,Mission Terrace Garden Suite / Balboa Park,1563282,Linda,,Outer Mission,37.72811,-122.44251,Private room,125,2,106,2024-01-27,1.70,1,16,24,STR-0005561
35831509,Terrific Union Square Hotel Style - Club Donatello,70722023,Michael,,Downtown/Civic Center,37.78677,-122.41101,Entire home/apt,99,1,32,2023-09-15,0.65,64,6,2,License not needed per OSTR
845836542667308470,Serene King Suite with Jacuzzi & Fireplace,15806938,Ryan,,Pacific Heights,37.79308992458561,-122.44256431468305,Private room,245,4,18,2023-11-22,1.64,4,50,18,2023-002397STR
43839602,"Blueground | Rincon Hill, gym, rooftop, hot tub",107434423,Blueground,,Financial District,37.7872571,-122.3963215,Entire home/apt,205,31,0,,,183,0,0,
21327347,★New Modern 1BR apt 1 min Walk to Golden Gate Park,90139010,Anna & Michael,,Outer Sunset,37.76302,-122.48987,Entire home/apt,145,2,297,2024-02-12,3.85,1,61,35,STR-0005261
43821247,Downstairs Private Garden Suite!,3794114,Audrey And Humphrey,,Parkside,37.73938,-122.47868,Private room,99,2,92,2023-09-18,2.10,1,169,8,STR-0004856
51817080,Convenient place Private bathroom Sup Market 9B2,9219277,Henry,,Parkside,37.74108,-122.47617,Private room,55,30,4,2023-08-31,0.19,12,172,1,
6117147,"Cozy, private, ocean-side rental w/garden+deck",6872494,Diane,,Outer Sunset,37.75443067409466,-122.5011479264396,Entire home/apt,189,2,236,2024-01-18,2.22,1,81,18,STR-0000588
2123469,Cozy Giants Room @Golden Gate Park,10829039,Viviane,,Golden Gate Park,37.77291,-122.46279,Private room,155,2,239,2023-10-30,2.00,5,365,4,2023-002537STR
656462134491128521,Cozy 1-bedroom with share bath in Inner Richmond,23719876,Yumi,,Inner Richmond,37.78158,-122.47409,Private room,90,30,2,2023-08-24,0.11,32,364,1,
648086,Private room and Private bath.,3250518,Ponge,,Bernal Heights,37.74189,-122.41902,Private room,79,3,352,2024-02-17,2.52,1,219,26,STR-0001829
963378790226300806,Chic loft in South Park,413633368,George,,South of Market,37.777182415547365,-122.39548548877944,Entire home/apt,349,1,5,2024-02-26,0.94,1,92,5,2023-009762STR
1078312454860177559,Cozy/Safe/View in Bernal Heights,551740930,Piedad Veronica,,Bernal Heights,37.74000358723102,-122.41787334107515,Private room,66,30,0,,,1,268,0,
807929766303982240,Queen Bedroom A in #315: Chinatown,335380214,June,,Nob Hill,37.79623,-122.41022,Private room,78,30,0,,,8,216,0,
50115550,Design Loft on Guy Place + Secure Garage Parking,69699441,Spiro,,South of Market,37.78514,-122.39431,Entire home/apt,136,30,9,2023-11-30,0.29,1,173,4,3749166
35266655,2 Bedroom with Parking in SF,239442090,PingPing,,Outer Mission,37.71730793047301,-122.44529171233776,Private room,174,2,0,,,2,289,0,2023-003463STR
823776282761967907,Adorable SF Victorian w/views,1717251,Marissa,,Bernal Heights,37.74500119096647,-122.4171191990258,Entire home/apt,150,30,2,2024-02-20,0.48,2,216,2,
29192965,Affordable Room w/ Great View in San Francisco,40297300,Rian,,Potrero Hill,37.753148924540355,-122.39856824966508,Private room,60,1,116,2024-03-02,1.77,2,265,30,2023-006904STR
5861266,SUPER Master Bed En-suite @GG Park,10829039,Viviane,,Inner Richmond,37.77564,-122.46332,Private room,225,2,55,2023-09-29,0.51,5,356,5,2023-002537STR
51324102,Winter Escape: Bay Bridge Views on Telegraph Hill!,34289429,John & Camellia,,North Beach,37.80235,-122.40533,Entire home/apt,200,30,29,2023-11-17,0.97,1,217,3,2022-001356STR
54318134,"Studio apartment with patio in SoMA, San Francisco",265801171,Arash,,South of Market,37.78238,-122.39818,Entire home/apt,135,30,8,2023-10-04,0.32,1,168,3,
50247583,Bright room in Industrial Residence,3384322,Gianmatteo,,Bernal Heights,37.74808,-122.41846,Private room,110,2,26,2023-10-07,0.79,4,58,3,STR-0005595
962973699486845355,Perfect Apartment B/GG Park/UCSF,38755455,Steve,,Outer Sunset,37.76084,-122.47814,Entire home/apt,124,2,11,2024-01-16,2.05,3,33,11,STR-0005714
50971449,VINTAGE SUNNY POTRERO HILL  1 BR flat,74125906,Tay,,Potrero Hill,37.75544,-122.4009,Entire home/apt,95,30,1,2021-10-02,0.03,6,365,0,
785766178980536111,"Large, quiet room in heart of SF",875221,Jessica,,Mission,37.76882041648503,-122.42399806083466,Private room,60,30,6,2024-02-16,0.46,10,259,5,
973218274955055142,Lux Cozy Oasis next to BART,73133543,Stephannie,,Ocean View,37.72059105185804,-122.44965438422727,Private room,62,30,0,,,3,179,0,
582527057339892890,Private room and bath in a shared cute home,96117,Annette,,Bayview,37.73643,-122.38969,Private room,109,2,18,2023-04-01,0.77,3,88,1,STR-0005525
959027884329706817,R1-SF Prt MBR/2beds/close to Balboa Park BART,532120600,Hongmei,,Excelsior,37.718113785996756,-122.43864660223507,Private room,98,2,4,2023-12-28,0.66,6,161,4,2023-007473STR
39053397,"#aF43 Private room for 1-2 ppl hacknsleep,com",267895362,Rocky,,Mission,37.76913,-122.4247,Private room,50,365,0,,,55,365,0,
953843364638958639,SF King Room w/ Chinese Heritage,314162422,Eugene,,Outer Richmond,37.78343744825685,-122.48086990343947,Private room,99,4,3,2023-10-23,0.50,3,242,3,2023-005733STR
733597679469591879,10A-Private Room (share bath) at Marina/Cow Hollow,157999191,Berlin,,Marina,37.8009,-122.43272,Private room,62,30,3,2023-08-13,0.26,26,365,3,
53745962,"Blueground | Rincon Hill, gym & pool, nr tech hub",107434423,Blueground,,Financial District,37.7872571,-122.3963215,Entire home/apt,210,31,0,,,183,0,0,
39395384,Sparkly Clean Bright Smart Home/1 Rooms/Garden,1201942,Margie,,Ocean View,37.71783,-122.45147,Private room,168,2,0,,,3,317,0,2023-005983STR
594392645895570490,Beautiful apartment walk to UCSF &Golden Gate park,384479496,Joanna And Randy,,Inner Sunset,37.75904,-122.46939,Entire home/apt,110,30,4,2023-10-02,0.32,1,156,3,
16868984,Mission Apprentice Artist 1 Bedroom,112412497,Mary,,Bernal Heights,37.74203,-122.42271,Private room,124,30,4,2017-03-13,0.05,1,87,0,
15832358,Castro/Duboce Triangle with a new Queen bed,3227887,David,,Castro/Upper Market,37.76594543457031,-122.43437957763672,Private room,103,3,74,2023-12-23,0.83,2,351,9,STR-0000765
43009268,Queen Bedroom D w/Private Bathroom in #315,335380214,June,,Nob Hill,37.79407186592026,-122.41009278692847,Private room,63,30,0,,,8,357,0,
7182761,Private Suite in stunning Potrero Hill,17331617,Brendan,,Potrero Hill,37.75896,-122.39513,Private room,141,3,305,2024-01-14,2.94,1,347,30,City Registration Pending
38586329,Newly remodeled bedroom with private bathroom,294446822,Jun & Millo,,Mission,37.76905,-122.41918,Private room,126,1,116,2024-03-03,2.14,2,4,23,2023-010502STR
28734043,Sunny room with Queen bed in heart of SF!,875221,Jessica,,Mission,37.76826,-122.42327,Private room,54,30,65,2024-03-02,0.98,10,147,8,City registration pending
808995594566778409,8A-Private Room (share bath) at Marina/Cow Hollow,157999191,Berlin,,Marina,37.800849529051455,-122.43365825054833,Private room,58,30,2,2023-10-09,0.29,26,364,2,
19404355,Quiet Retreat in a Prime Location in San Francisco,2694941,Jd,,Marina,37.800994373001316,-122.44509431008795,Entire home/apt,279,3,150,2024-02-23,1.88,1,159,14,STR-0005209
20257216,5933 - Sunny and Spacious Room With Private Bath,136131559,Cindy And Michelle,,Outer Sunset,37.76332,-122.48032,Private room,55,30,109,2023-12-02,1.36,5,90,2,STR-0002185
4106442,Cozy SF Garden Apt/ Private Patio 31 days +,21269104,Samantha,,Mission,37.75324,-122.41823,Entire home/apt,75,30,162,2023-09-04,1.42,1,225,1,City registration pending
1097909935188198390,San Francisco 1 BR | Gym + Pool | Heart of SoMa,30283594,Global Luxury Suites,,Financial District,37.78676,-122.40197,Entire home/apt,279,30,0,,,6,310,0,
40017285,14e UCSF/gg park beautiful studio newly remodeled,131200418,Lois,,Inner Sunset,37.76358,-122.47148,Entire home/apt,76,30,8,2024-01-15,0.28,33,156,5,
750201919439770778,San Francisco  Resort Studio Hotel,451666217,Elite Escapes,,Chinatown,37.79144,-122.40575,Entire home/apt,147,2,14,2024-02-16,0.88,5,83,11,Exempt
53496125,Flamingo Suite in Outer Richmond,20535068,Anna,,Outer Richmond,37.77389,-122.50027,Entire home/apt,156,1,157,2024-03-03,6.03,1,217,66,City registration pending
999310607446511475,Unique Cozy Room by Golden Gate Park,231712410,Shao Ping,,Inner Sunset,37.76341902570057,-122.47369330376387,Private room,89,1,2,2024-02-02,1.09,3,3,2,STR-0006043
36318212,Cozy  Sun Room Retreat,265485766,Sheng,,Mission,37.75346,-122.40611,Private room,80,30,49,2023-10-07,0.86,4,46,3,STR-0004005
